Drug_Reference_ID,NDC,Drug_Name,Generic_Name,Brand_Name,Strength,Strength_Unit,Dosage_Form,Route,Manufacturer,Drug_Class,Active_Flag,Effective_Date,End_Date,Source_System
DRG00806,49501356011,Lopressor,Metoprolol,Lopressor,50,units/mL,Patch,Inhalation,Redwood Pharma,Antidepressant,Y,2025-05-25,,DrugReferenceHub
DRG00807,10731878875,Lasix,Furosemide,Lasix,40,mg/mL,Injection,Intravenous,Evergreen Labs,Antibiotic,N,2022-05-31,2024-08-04,DrugReferenceHub
DRG00808,37158569890,Aldactone,Spironolactone,Aldactone,40,units/mL,Injection,Intravenous,Summit Therapeutics,Endocrine,Y,2022-08-16,,DrugReferenceHub
DRG00809,45073829754,Ventolin,Albuterol,Ventolin,500,units/mL,Cream,Topical,Summit Therapeutics,Gastrointestinal,Y,2024-01-29,,DrugReferenceHub
DRG00810,61137801874,Vibramycin,Doxycycline,Vibramycin,20,mg/mL,Tablet,Topical,Pioneer Medical,Antihypertensive,Y,2024-06-05,,DrugReferenceHub
DRG00811,63011707032,Ozempic,Semaglutide,Ozempic,100,mg,Cream,Transdermal,BlueRiver Pharmaceuticals,Antidiabetic,N,2022-12-01,2024-06-16,DrugReferenceHub
DRG00812,39077562796,Glucophage,Metformin,Glucophage,10,mg,Cream,Oral,Meridian Pharma,Anticoagulant,Y,2023-10-13,,DrugReferenceHub
DRG00813,69725978984,Lipitor,Atorvastatin,Lipitor,100,mcg,Injection,Topical,Atlas Medications,Antidepressant,Y,2024-09-13,,DrugReferenceHub
DRG00814,33948932149,Prinivil,Lisinopril,Prinivil,25,mg,Suspension,Oral,Crescent Therapeutics,Anticoagulant,Y,2023-10-10,,DrugReferenceHub
DRG00815,39552514457,Norvasc,Amlodipine,Norvasc,250,mg,Cream,Oral,Evergreen Labs,Antibiotic,Y,2023-07-14,,DrugReferenceHub
DRG00816,70317814977,Cozaar,Losartan,Cozaar,500,units/mL,Injection,Oral,Northstar Pharma,Antihypertensive,N,2022-04-15,2024-05-06,DrugReferenceHub
DRG00817,39903246537,Prilosec,Omeprazole,Prilosec,50,mg/mL,Solution,Topical,Crescent Therapeutics,Antidiabetic,Y,2023-10-23,,DrugReferenceHub
DRG00818,84680513981,Neurontin,Gabapentin,Neurontin,20,mg,Cream,Inhalation,Meridian Pharma,Lipid Lowering,Y,2025-03-19,,DrugReferenceHub
DRG00819,26940396868,Synthroid,Levothyroxine,Synthroid,1000,mg/mL,CREAM,Transdermal,Beacon Life Sciences,Antihypertensive,Y,2024-07-05,,DrugReferenceHub
DRG00820,78375177340,Zoloft,Sertraline,Zoloft,20,mg,Solution,Subcutaneous,BlueRiver Pharmaceuticals,Endocrine,Y,2025-07-29,,DrugReferenceHub
DRG00821,82822319745,Crestor,Rosuvastatin,Crestor,25,mg,Solution,Inhalation,Redwood Pharma,Respiratory,Y,2022-07-04,,DrugReferenceHub
DRG00822,76440908482,Lexapro,Escitalopram,Lexapro,50,mcg,Inhaler,Inhalation,Redwood Pharma,Antibiotic,Y,2022-01-17,,DrugReferenceHub
DRG00823,20269556375,Singulair,Montelukast,Singulair,50,mcg,Inhaler,Subcutaneous,Meridian Pharma,Antidepressant,Y,2024-03-12,,DrugReferenceHub
DRG00824,93733534314,Cymbalta,Duloxetine,Cymbalta,10,units/mL,Patch,Inhalation,Crescent Therapeutics,Antidepressant,Y,2022-09-19,,DrugReferenceHub
DRG00825,70613545988,Plavix,Clopidogrel,Plavix,250,units/mL,Cream,Oral,Meridian Pharma,Antihypertensive,Y,2024-05-18,,DrugReferenceHub
DRG00826,76216784973,Protonix,Pantoprazole,Protonix,100,mg/mL,Cream,Intravenous,Beacon Life Sciences,Antidepressant,Y,2025-08-14,,DrugReferenceHub
DRG00827,94599568355,Microzide,Hydrochlorothiazide,Microzide,1000,mcg,Injection,Intravenous,Redwood Pharma,Lipid Lowering,Y,2023-05-08,,DrugReferenceHub
DRG00828,13254104910,Eliquis,Apixaban,Eliquis,100,mg,Capsule,Intravenous,Atlas Medications,Endocrine,Y,2024-03-14,,DrugReferenceHub
DRG00829,44531515535,Jardiance,Empagliflozin,Jardiance,100,units/mL,Patch,Topical,Pioneer Medical,Anticoagulant,Y,2024-09-23,,DrugReferenceHub
DRG00830,40081577678,Januvia,Sitagliptin,Januvia,20,units/mL,Patch,Subcutaneous,Meridian Pharma,Antihypertensive,Y,2022-08-08,,DrugReferenceHub
DRG00831,76582366385,Lantus,Insulin Glargine,Lantus,1000,units/mL,Suspension,Intravenous,Redwood Pharma,Antihypertensive,Y,2025-08-04,,DrugReferenceHub
DRG00832,44198336110,Humalog,Insulin Lispro,Humalog,100,units/mL,Solution,Subcutaneous,Summit Therapeutics,Lipid Lowering,Y,2022-10-24,,DrugReferenceHub
DRG00833,22743552549,Prozac,Fluoxetine,Prozac,5,units/mL,Solution,Transdermal,Meridian Pharma,Antidepressant,Y,2025-03-27,,DrugReferenceHub
DRG00834,44211207023,UNKNOWN BRAND DRG00834,Bupropion,Wellbutrin,500,mg,Injection,Topical,Crescent Therapeutics,Gastrointestinal,N,2024-08-22,2026-05-10,DrugReferenceHub
DRG00835,80822802269,Coreg,Carvedilol,Coreg,10,mcg,Solution,Transdermal,Crescent Therapeutics,Antihypertensive,Y,2022-07-26,,DrugReferenceHub
DRG00836,11713731824,Lopressor,Metoprolol,Lopressor,20,mg/mL,Suspension,Transdermal,BlueRiver Pharmaceuticals,Antihypertensive,Y,2024-11-25,,DrugReferenceHub
DRG00837,37173563991,Lasix,Furosemide,Lasix,500,mcg,Capsule,Inhalation,Evergreen Labs,Antibiotic,Y,2022-10-15,,DrugReferenceHub
DRG00838,74794323539,Aldactone,Spironolactone,Aldactone,20,units/mL,Suspension,Topical,Crescent Therapeutics,Respiratory,Y,2024-05-26,,DrugReferenceHub
DRG00839,61916924081,Ventolin,Albuterol,Ventolin,20,mg/mL,Injection,Intravenous,Crescent Therapeutics,Antihypertensive,Y,2025-11-04,,DrugReferenceHub
DRG00840,31923278318,Vibramycin,Doxycycline,Vibramycin,25,units/mL,Patch,Topical,Crescent Therapeutics,Gastrointestinal,Y,2025-10-25,,DrugReferenceHub
DRG00841,76004568133,Ozempic,Semaglutide,Ozempic,25,mg,Cream,Intravenous,Atlas Medications,Gastrointestinal,Y,2025-06-27,,DrugReferenceHub
DRG00842,38130142714,Glucophage,Metformin,Glucophage,1000,mg/mL,Patch,Inhalation,Meridian Pharma,Antidiabetic,Y,2023-12-24,,DrugReferenceHub
DRG00843,52583690494,Lipitor,Atorvastatin,Lipitor,40,mg/mL,Cream,Topical,Crescent Therapeutics,Respiratory,Y,2024-03-29,,DrugReferenceHub
DRG00844,62579571575,Prinivil,Lisinopril,Prinivil,20,mg/mL,Injection,Topical,Atlas Medications,Neurologic,N,2023-03-15,2024-07-22,DrugReferenceHub
DRG00845,40965220919,Norvasc,Amlodipine,Norvasc,100,mg,Capsule,Transdermal,BlueRiver Pharmaceuticals,Neurologic,Y,2025-09-08,,DrugReferenceHub
DRG00846,55066490222,Cozaar,Losartan,Cozaar,20,mg/mL,Tablet,Intravenous,Pioneer Medical,Lipid Lowering,Y,2023-11-29,,DrugReferenceHub
DRG00847,95141181032,Prilosec,Omeprazole,Prilosec,250,mcg,Capsule,Oral,Redwood Pharma,Lipid Lowering,Y,2025-02-02,,DrugReferenceHub
DRG00848,61966238250,Neurontin,Gabapentin,Neurontin,20,mg,Injection,Oral,Evergreen Labs,Antidiabetic,Y,2023-06-10,,DrugReferenceHub
DRG00849,97186359837,Synthroid,Levothyroxine,Synthroid,50,mg/mL,Tablet,Inhalation,Redwood Pharma,Respiratory,N,2024-12-18,2026-10-16,DrugReferenceHub
DRG00850,77633965520,Zoloft,Sertraline,Zoloft,5,mg/mL,Capsule,Subcutaneous,MERIDIAN PHARMA,Endocrine,Y,2022-11-25,,DrugReferenceHub
DRG00851,71431521823,Crestor,Rosuvastatin,Crestor,40,mcg,Solution,Oral,Redwood Pharma,Lipid Lowering,Y,2024-12-08,,DrugReferenceHub
DRG00852,47349867456,Lexapro,Escitalopram,Lexapro,500,mg,Injection,Transdermal,Beacon Life Sciences,Antibiotic,Y,2022-03-09,,DrugReferenceHub
DRG00853,79563396334,Singulair,Montelukast,Singulair,100,mg,Injection,Topical,Atlas Medications,Antidepressant,Y,2022-06-03,,DrugReferenceHub
DRG00854,48520467193,Cymbalta,Duloxetine,Cymbalta,25,mg/mL,Suspension,Inhalation,Summit Therapeutics,Lipid Lowering,N,2023-05-30,2024-08-17,DrugReferenceHub
DRG00855,13289945916,Plavix,Clopidogrel,Plavix,20,mg,Tablet,Intravenous,Evergreen Labs,Neurologic,Y,2023-12-06,,DrugReferenceHub
DRG00856,29289502522,Protonix,Pantoprazole,Protonix,250,mg/mL,Solution,Intravenous,Redwood Pharma,Antidepressant,Y,2024-11-06,,DrugReferenceHub
DRG00857,18150603280,Microzide,Hydrochlorothiazide,Microzide,1000,mcg,Capsule,Transdermal,Beacon Life Sciences,Antidepressant,Y,2023-06-09,,DrugReferenceHub
DRG00858,27539452320,Eliquis,Apixaban,Eliquis,100,mg/mL,Injection,Subcutaneous,Crescent Therapeutics,Lipid Lowering,Y,2022-01-27,,DrugReferenceHub
DRG00859,18104794374,Jardiance,Empagliflozin,Jardiance,100,mg,Capsule,Transdermal,Crescent Therapeutics,Anticoagulant,Y,2023-04-21,,DrugReferenceHub
DRG00860,19989783912,Januvia,Sitagliptin,Januvia,250,units/mL,Inhaler,Inhalation,Pioneer Medical,Neurologic,Y,2023-10-05,,DrugReferenceHub
DRG00861,32031366424,Lantus,Insulin Glargine,Lantus,20,mg/mL,Capsule,Inhalation,Northstar Pharma,Lipid Lowering,N,2024-03-05,2026-10-22,DrugReferenceHub
DRG00862,31054839415,Humalog,Insulin Lispro,Humalog,250,mg,Cream,Subcutaneous,Atlas Medications,Neurologic,Y,2024-07-30,,DrugReferenceHub
DRG00863,47040255743,Prozac,Fluoxetine,Prozac,250,mg/mL,Solution,Intravenous,Beacon Life Sciences,Anticoagulant,Y,2022-12-29,,DrugReferenceHub
DRG00864,92809819256,Wellbutrin,Bupropion,Wellbutrin,1000,mg/mL,Injection,Transdermal,Meridian Pharma,Anticoagulant,Y,2024-06-11,,DrugReferenceHub
DRG00865,66586455165,UNKNOWN BRAND DRG00865,Carvedilol,Coreg,25,mg/mL,Inhaler,Subcutaneous,Pioneer Medical,Anticoagulant,Y,2024-07-12,,DrugReferenceHub
DRG00866,12234647192,Lopressor,Metoprolol,Lopressor,25,mg/mL,Inhaler,Inhalation,Northstar Pharma,Antihypertensive,Y,2025-02-09,,DrugReferenceHub
DRG00867,21421615389,Lasix,Furosemide,Lasix,500,mg,Cream,Oral,Pioneer Medical,Gastrointestinal,Y,2024-02-03,,DrugReferenceHub
DRG00868,65882951085,Aldactone,Spironolactone,Aldactone,100,mcg,Capsule,Subcutaneous,Meridian Pharma,Antibiotic,Y,2025-03-30,,DrugReferenceHub
DRG00869,68673966287,Ventolin,Albuterol,Ventolin,50,units/mL,Patch,Transdermal,Summit Therapeutics,Lipid Lowering,Y,2022-11-20,,DrugReferenceHub
DRG00870,98795104473,Vibramycin,Doxycycline,Vibramycin,10,mg/mL,Capsule,Subcutaneous,Evergreen Labs,Anticoagulant,Y,2024-11-06,,DrugReferenceHub
DRG00871,69240639616,Ozempic,Semaglutide,Ozempic,10,mg,Patch,Inhalation,Meridian Pharma,Neurologic,N,2022-03-09,2024-04-14,DrugReferenceHub
DRG00872,50540304418,Glucophage,Metformin,Glucophage,10,units/mL,Inhaler,Transdermal,Atlas Medications,Neurologic,Y,2022-05-31,,DrugReferenceHub
DRG00873,11605697119,Lipitor,Atorvastatin,Lipitor,40,mg,Suspension,Topical,Redwood Pharma,Neurologic,Y,2025-06-18,,DrugReferenceHub
DRG00874,91548X39093,Prinivil,Lisinopril,Prinivil,20,mg/mL,Tablet,Inhalation,Redwood Pharma,Endocrine,Y,2023-11-26,,DrugReferenceHub
DRG00875,44579406461,Norvasc,Amlodipine,Norvasc,50,mg,Tablet,Inhalation,Pioneer Medical,Antihypertensive,N,2024-06-26,2026-08-20,DrugReferenceHub
DRG00876,56356748535,Cozaar,Losartan,Cozaar,25,mg,Solution,Oral,Beacon Life Sciences,Lipid Lowering,Y,2024-06-01,,DrugReferenceHub
DRG00877,90100233162,Prilosec,Omeprazole,Prilosec,1000,mcg,Suspension,Oral,Evergreen Labs,Lipid Lowering,Y,2024-10-12,,DrugReferenceHub
DRG00878,38112790984,Neurontin,Gabapentin,Neurontin,50,mcg,Solution,Subcutaneous,Evergreen Labs,Lipid Lowering,Y,2022-12-26,,DrugReferenceHub
DRG00879,25094254121,Synthroid,Levothyroxine,Synthroid,1000,units/mL,Suspension,Inhalation,Crescent Therapeutics,Lipid Lowering,Y,2022-09-18,,DrugReferenceHub
DRG00880,50757578276,Zoloft,Sertraline,Zoloft,40,mg,Solution,Oral,Evergreen Labs,Endocrine,Y,2022-03-04,,DrugReferenceHub
DRG00881,48051460965,Crestor,Rosuvastatin,Crestor,500,mg/mL,Capsule,Intravenous,BlueRiver Pharmaceuticals,Anticoagulant,Y,2025-06-18,,DrugReferenceHub
DRG00882,43392739451,Lexapro,Escitalopram,Lexapro,5,mg,Cream,Transdermal,BlueRiver Pharmaceuticals,Gastrointestinal,Y,2022-11-23,,DrugReferenceHub
DRG00883,93961156923,Singulair,Montelukast,Singulair,1000,units/mL,Solution,Topical,Meridian Pharma,Lipid Lowering,N,2024-04-20,2026-05-27,DrugReferenceHub
DRG00884,14030276734,Cymbalta,Duloxetine,Cymbalta,40,units/mL,TABLET,Topical,Evergreen Labs,Anticoagulant,Y,2023-10-28,,DrugReferenceHub
DRG00885,72708515673,Plavix,Clopidogrel,Plavix,10,mg/mL,Patch,Oral,Northstar Pharma,Respiratory,N,2022-08-26,2024-02-24,DrugReferenceHub
DRG00886,96338320268,Protonix,Pantoprazole,Protonix,100,units/mL,Suspension,Topical,Meridian Pharma,Lipid Lowering,Y,2023-08-29,,DrugReferenceHub
DRG00887,52800745415,Microzide,Hydrochlorothiazide,Microzide,500,mg,Injection,Topical,Meridian Pharma,Respiratory,Y,2022-05-02,,DrugReferenceHub
DRG00888,14904163164,Eliquis,Apixaban,Eliquis,500,units/mL,Capsule,Intravenous,Summit Therapeutics,Neurologic,Y,2022-09-16,,DrugReferenceHub
DRG00889,51203246489,Jardiance,Empagliflozin,Jardiance,50,units/mL,Suspension,Topical,Evergreen Labs,Antihypertensive,Y,2022-07-24,,DrugReferenceHub
DRG00890,57820791671,Januvia,Sitagliptin,Januvia,100,mcg,Cream,Topical,Beacon Life Sciences,Antidiabetic,Y,2025-04-20,,DrugReferenceHub
DRG00891,67080423748,Lantus,Insulin Glargine,Lantus,5,mg/mL,Patch,Subcutaneous,Meridian Pharma,Antibiotic,N,2024-04-09,2026-11-24,DrugReferenceHub
DRG00892,61102807993,Humalog,Insulin Lispro,Humalog,5,mg/mL,Solution,Inhalation,Crescent Therapeutics,Gastrointestinal,Y,2025-09-15,,DrugReferenceHub
DRG00893,98755861361,Prozac,Fluoxetine,Prozac,10,mg/mL,Solution,Subcutaneous,Pioneer Medical,Gastrointestinal,Y,2023-09-30,,DrugReferenceHub
DRG00894,81569427757,Wellbutrin,Bupropion,Wellbutrin,5,mg,Inhaler,Intravenous,Atlas Medications,Antibiotic,N,2022-10-22,2023-10-07,DrugReferenceHub
DRG00895,13367227159,Coreg,Carvedilol,Coreg,50,mcg,Patch,Subcutaneous,Beacon Life Sciences,Antihypertensive,Y,2024-06-08,,DrugReferenceHub
DRG00896,52155953617,Lopressor,Metoprolol,Lopressor,20,mcg,Injection,Intravenous,Meridian Pharma,Endocrine,Y,2025-09-21,,DrugReferenceHub
DRG00897,14382432019,Lasix,Furosemide,Lasix,50,mg,Tablet,Subcutaneous,Meridian Pharma,Lipid Lowering,Y,2024-02-18,,DrugReferenceHub
DRG00898,14546502462,Aldactone,Spironolactone,Aldactone,500,mg,Inhaler,Inhalation,Redwood Pharma,Gastrointestinal,Y,2022-01-27,,DrugReferenceHub
DRG00899,88995939535,Ventolin,Albuterol,Ventolin,250,mcg,Patch,Subcutaneous,Evergreen Labs,Neurologic,Y,2023-03-20,,DrugReferenceHub
DRG00900,33202515562,Vibramycin,Doxycycline,Vibramycin,500,mg/mL,Cream,Intravenous,Meridian Pharma,Antibiotic,Y,2025-09-14,,DrugReferenceHub
DRG00901,43701205518,Ozempic,Semaglutide,Ozempic,5,mg,Inhaler,Oral,Beacon Life Sciences,Anticoagulant,Y,2024-01-28,,DrugReferenceHub
DRG00902,51098510786,Glucophage,,Glucophage,20,mcg,Tablet,Oral,Northstar Pharma,Anticoagulant,Y,2025-10-23,,DrugReferenceHub
DRG00903,20729975921,Lipitor,Atorvastatin,Lipitor,50,mcg,Suspension,Subcutaneous,Northstar Pharma,Antidepressant,N,2024-01-15,2025-10-22,DrugReferenceHub
DRG00904,33502745180,Prinivil,Lisinopril,Prinivil,1000,mg/mL,Solution,Transdermal,Summit Therapeutics,Neurologic,Y,2022-01-18,,DrugReferenceHub
DRG00905,86680432854,Norvasc,Amlodipine,Norvasc,100,mg/mL,Inhaler,Subcutaneous,Redwood Pharma,Antidepressant,Y,2025-06-30,,DrugReferenceHub
DRG00906,50461794847,Cozaar,Losartan,Cozaar,250,units/mL,Capsule,Oral,Evergreen Labs,Respiratory,Y,2025-01-20,,DrugReferenceHub
DRG00907,98697873751,Prilosec,Omeprazole,Prilosec,500,units/mL,Inhaler,Topical,Beacon Life Sciences,Antidiabetic,Y,2024-11-11,,DrugReferenceHub
DRG00908,40604293652,Neurontin,Gabapentin,Neurontin,10,mg,Patch,Oral,Summit Therapeutics,Respiratory,Y,2025-11-19,,DrugReferenceHub
DRG00909,97378960743,Synthroid,Levothyroxine,Synthroid,5,mg/mL,Suspension,Transdermal,BlueRiver Pharmaceuticals,Respiratory,Y,2022-10-14,,DrugReferenceHub
DRG00910,55753696537,Zoloft,Sertraline,Zoloft,25,mg,Suspension,Oral,Crescent Therapeutics,Antidepressant,Y,2025-08-17,,DrugReferenceHub
DRG00911,96886169095,Crestor,Rosuvastatin,Crestor,10,mg,Cream,Subcutaneous,Pioneer Medical,Gastrointestinal,Y,2022-12-07,,DrugReferenceHub
DRG00912,92274531886,Lexapro,Escitalopram,Lexapro,500,mg/mL,Injection,Inhalation,Crescent Therapeutics,Lipid Lowering,Y,2025-11-20,,DrugReferenceHub
DRG00913,12082289297,Singulair,Montelukast,Singulair,250,mg/mL,Tablet,Oral,Summit Therapeutics,Neurologic,Y,2022-10-07,,DrugReferenceHub
DRG00914,35551800184,Cymbalta,Duloxetine,Cymbalta,1000,mcg,Inhaler,Intravenous,Evergreen Labs,Antibiotic,Y,2024-03-15,,DrugReferenceHub
DRG00915,42374213026,Plavix,Clopidogrel,Plavix,20,mcg,Suspension,Transdermal,Crescent Therapeutics,Antihypertensive,N,2025-02-28,2025-10-22,DrugReferenceHub
DRG00916,26948834812,Protonix,Pantoprazole,Protonix,10,mcg,Injection,Intravenous,Summit Therapeutics,Respiratory,Y,2022-04-25,,DrugReferenceHub
DRG00917,81337865957,Microzide,Hydrochlorothiazide,Microzide,1000,units/mL,Tablet,Intravenous,Summit Therapeutics,Antidiabetic,Y,2022-04-08,,DrugReferenceHub
DRG00918,22522938085,Eliquis,Apixaban,Eliquis,5,units/mL,Patch,Intravenous,Atlas Medications,Antihypertensive,N,2025-05-27,2026-07-22,DrugReferenceHub
DRG00919,70444329131,Jardiance,Empagliflozin,Jardiance,250,mcg,Patch,Subcutaneous,Redwood Pharma,Anticoagulant,Y,2022-03-30,,DrugReferenceHub
DRG00920,51792496033,Januvia,Sitagliptin,Januvia,25,mcg,Suspension,Oral,Atlas Medications,Antidiabetic,Y,2024-06-16,,DrugReferenceHub
DRG00921,18254X93126,Lantus,Insulin Glargine,Lantus,40,mg/mL,Tablet,Intravenous,Meridian Pharma,Antidiabetic,Y,2025-10-03,,DrugReferenceHub
DRG00922,59778965268,Humalog,Insulin Lispro,Humalog,10,units/mL,Solution,Intravenous,BlueRiver Pharmaceuticals,Endocrine,Y,2024-06-17,,DrugReferenceHub
DRG00923,93669729418,Prozac,Fluoxetine,Prozac,5,mg,Tablet,Intravenous,Northstar Pharma,Lipid Lowering,N,2023-12-05,2025-09-16,DrugReferenceHub
DRG00924,43283388696,Wellbutrin,Bupropion,Wellbutrin,500,mg,Tablet,Transdermal,BlueRiver Pharmaceuticals,Antidepressant,Y,2023-09-03,,DrugReferenceHub
DRG00925,53024281896,Coreg,Carvedilol,Coreg,250,mg/mL,Inhaler,Inhalation,Pioneer Medical,Antihypertensive,Y,2024-07-21,,DrugReferenceHub
DRG00926,47326286219,Lopressor,Metoprolol,Lopressor,10,mg/mL,Inhaler,Intravenous,Redwood Pharma,Lipid Lowering,Y,2024-04-16,,DrugReferenceHub
DRG00927,25766628880,Lasix,Furosemide,Lasix,1000,mcg,Injection,Oral,Beacon Life Sciences,Lipid Lowering,N,2024-01-04,2025-08-07,DrugReferenceHub
DRG00928,27990184869,Aldactone,Spironolactone,Aldactone,40,mg,Cream,Inhalation,Redwood Pharma,Anticoagulant,Y,2022-08-13,,DrugReferenceHub
DRG00929,22036487942,Ventolin,Albuterol,Ventolin,50,units/mL,Tablet,Topical,Northstar Pharma,Anticoagulant,Y,2024-08-26,,DrugReferenceHub
DRG00930,83727139018,Vibramycin,Doxycycline,Vibramycin,5,mg,Solution,Subcutaneous,Meridian Pharma,Anticoagulant,Y,2024-12-17,,DrugReferenceHub
DRG00931,42506952673,Ozempic,Semaglutide,Ozempic,50,mg/mL,Patch,Transdermal,Evergreen Labs,Anticoagulant,N,2024-11-02,2027-06-11,DrugReferenceHub
DRG00932,52558778061,Glucophage,Metformin,Glucophage,40,units/mL,Suspension,Subcutaneous,Crescent Therapeutics,Antidepressant,Y,2022-04-20,,DrugReferenceHub
DRG00933,99873357727,Lipitor,Atorvastatin,Lipitor,40,units/mL,Capsule,Transdermal,Meridian Pharma,Antidepressant,Y,2024-10-24,,DrugReferenceHub
DRG00934,77205261342,Prinivil,Lisinopril,Prinivil,5,units/mL,Inhaler,Subcutaneous,Meridian Pharma,Antihypertensive,N,2024-12-02,2026-10-16,DrugReferenceHub
DRG00935,21889957164,Norvasc,Amlodipine,Norvasc,10,units/mL,Solution,Intravenous,Crescent Therapeutics,Neurologic,Y,2022-09-26,,DrugReferenceHub
DRG00936,88410610673,Cozaar,Losartan,Cozaar,500,mcg,Cream,Transdermal,Evergreen Labs,Endocrine,Y,2025-05-26,,DrugReferenceHub
DRG00937,37677228163,Prilosec,Omeprazole,Prilosec,1000,mg/mL,Suspension,Transdermal,Pioneer Medical,Antihypertensive,Y,2024-02-05,,DrugReferenceHub
DRG00938,48967225613,Neurontin,Gabapentin,Neurontin,250,mcg,Cream,Transdermal,Evergreen Labs,Endocrine,N,2023-11-22,2025-04-22,DrugReferenceHub
DRG00939,89572512973,Synthroid,Levothyroxine,Synthroid,10,mg,Solution,Transdermal,Pioneer Medical,Antihypertensive,Y,2024-11-22,,DrugReferenceHub
DRG00940,57576578668,Zoloft,Sertraline,Zoloft,250,units/mL,Suspension,Inhalation,Evergreen Labs,Gastrointestinal,Y,2024-01-16,,DrugReferenceHub
DRG00941,40085120419,Crestor,Rosuvastatin,Crestor,250,mcg,Injection,Inhalation,Redwood Pharma,Neurologic,Y,2024-03-07,,DrugReferenceHub
DRG00942,62002626144,Lexapro,Escitalopram,Lexapro,100,units/mL,Patch,Topical,Redwood Pharma,Lipid Lowering,N,2023-04-02,2024-09-12,DrugReferenceHub
DRG00943,66700177485,Singulair,Montelukast,Singulair,100,mcg,Capsule,Subcutaneous,Meridian Pharma,Antidiabetic,Y,2025-09-18,,DrugReferenceHub
DRG00944,35516352970,Cymbalta,Duloxetine,Cymbalta,50,units/mL,Tablet,Inhalation,Pioneer Medical,Gastrointestinal,Y,2025-11-18,,DrugReferenceHub
DRG00945,60323145092,Plavix,Clopidogrel,Plavix,10,mg/mL,Tablet,Intravenous,Northstar Pharma,Endocrine,Y,2022-07-10,,DrugReferenceHub
DRG00946,89346159852,Protonix,Pantoprazole,Protonix,20,units/mL,Patch,Subcutaneous,Atlas Medications,Antidepressant,Y,2024-12-07,,DrugReferenceHub
DRG00947,25717847814,Microzide,Hydrochlorothiazide,Microzide,1000,mcg,Injection,Transdermal,Atlas Medications,Respiratory,Y,2022-02-04,,DrugReferenceHub
DRG00948,78677417938,Eliquis,Apixaban,Eliquis,25,mg/mL,Capsule,Intravenous,Northstar Pharma,Antidiabetic,N,2023-06-24,2025-05-05,DrugReferenceHub
DRG00949,87245844734,Jardiance,Empagliflozin,Jardiance,5,mcg,Solution,Topical,BlueRiver Pharmaceuticals,Antidiabetic,Y,2025-11-19,,DrugReferenceHub
DRG00950,95396703691,Januvia,Sitagliptin,Januvia,100,mcg,Cream,Transdermal,Northstar Pharma,Antidepressant,Y,2022-09-13,,DrugReferenceHub
DRG00951,93949757344,Lantus,Insulin Glargine,Lantus,50,mg/mL,Capsule,Transdermal,Atlas Medications,Endocrine,Y,2023-07-06,,DrugReferenceHub
DRG00952,59760482618,Humalog,Insulin Lispro,Humalog,40,mg/mL,Capsule,Intravenous,Pioneer Medical,Lipid Lowering,Y,2022-11-18,,DrugReferenceHub
DRG00953,46658209727,Prozac,Fluoxetine,Prozac,20,mg,Capsule,Intravenous,BlueRiver Pharmaceuticals,Antidepressant,Y,2024-11-30,,DrugReferenceHub
DRG00954,85417501813,Wellbutrin,Bupropion,Wellbutrin,250,mg/mL,Injection,Topical,Crescent Therapeutics,Lipid Lowering,N,2023-11-10,2026-02-15,DrugReferenceHub
DRG00955,66849248677,Coreg,Carvedilol,Coreg,20,mcg,Injection,Transdermal,Crescent Therapeutics,Antidiabetic,Y,2024-05-17,,DrugReferenceHub
DRG00956,35251160755,Lopressor,Metoprolol,Lopressor,500,units/mL,Inhaler,Inhalation,Atlas Medications,Antidepressant,Y,2025-10-10,,DrugReferenceHub
DRG00957,62107980910,Lasix,Furosemide,Lasix,100,mg/mL,Inhaler,Topical,Summit Therapeutics,Respiratory,Y,2024-02-01,,DrugReferenceHub
DRG00958,55751721745,Aldactone,Spironolactone,Aldactone,20,mcg,Solution,Transdermal,Pioneer Medical,Gastrointestinal,Y,2024-12-09,,DrugReferenceHub
DRG00959,51167339278,Ventolin,Albuterol,Ventolin,100,units/mL,Inhaler,Topical,Atlas Medications,Endocrine,Y,2022-05-24,,DrugReferenceHub
DRG00960,74909178953,Vibramycin,Doxycycline,Vibramycin,50,mg/mL,Injection,Intravenous,Evergreen Labs,Lipid Lowering,N,2022-11-11,2023-12-22,DrugReferenceHub
DRG00961,50389239682,Ozempic,Semaglutide,Ozempic,40,mg,Inhaler,Oral,MERIDIAN PHARMA,Antihypertensive,Y,2025-10-16,,DrugReferenceHub
DRG00962,47585215820,Glucophage,Metformin,Glucophage,1000,mcg,Solution,Transdermal,Beacon Life Sciences,Lipid Lowering,Y,2025-06-10,,DrugReferenceHub
DRG00963,49300844372,Lipitor,Atorvastatin,Lipitor,25,units/mL,Cream,Oral,Northstar Pharma,Antidepressant,Y,2024-08-18,,DrugReferenceHub
DRG00964,80158561493,Prinivil,Lisinopril,Prinivil,10,units/mL,Solution,Transdermal,Northstar Pharma,Gastrointestinal,Y,2023-07-07,,DrugReferenceHub
DRG00965,47734931755,Norvasc,Amlodipine,Norvasc,5,mg/mL,Inhaler,Inhalation,Atlas Medications,Lipid Lowering,Y,2022-10-20,,DrugReferenceHub
DRG00966,59002120957,Cozaar,Losartan,Cozaar,250,mg/mL,Capsule,Subcutaneous,Meridian Pharma,Lipid Lowering,Y,2025-05-30,,DrugReferenceHub
